package,version,architecture
aseba-plugin-blockly,20180211,all
aseba,1.6.99,amd64
aseqjoy,0.0.2,amd64
ash,0.5.11,all
asis-doc,2019,all
asis-programs,2019,amd64
asl-doc,0.1.7,all
asl-tools,0.1.7,amd64
asmail,2.1,amd64
asmix,1.5,amd64
asmixer,0.5,amd64
asmon,0.71,amd64
asn1c-doc,0.9.28,all
asn1c,0.9.28,amd64
asp.net-examples,4.2,all
asp,1.8,amd64
aspcud,1.9.5,amd64
aspectj-doc,1.9.2,all
aspectj,1.9.2,all
aspell-af,20070203,all
aspell-am,0.03,all
aspell-ar-large,1.2,all
aspell-ar,0.0.20060329,all
aspell-bg,4.1,all
aspell-bn,0.01.1,all
aspell-br,0.50,all
aspell-ca,0.20111230b,all
aspell-cs,0.51.0,all
aspell-cy,0.50,all
aspell-da,1.6.36,all
aspell-de-1901,2,all
aspell-de,20161207,all
aspell-doc,0.60.8,all
aspell-el,0.50,all
aspell-en,2018.04.16,all
aspell-eo-cx7,2.1.2000.02.25,all
aspell-eo,2.1.2000.02.25,all
aspell-es,1.11,all
aspell-et,20030606,all
aspell-eu,3.0.20070215,all
aspell-fa,0.11,all
aspell-fo,0.4.2,all
aspell-fr,0.50,all
aspell-ga,0.50,all
aspell-gl-minimos,0.5,all
aspell-gu,0.03,all
aspell-he,1.0,all
aspell-hi,0.02,all
aspell-hr,0.51,all
aspell-hsb,0.02.0,all
aspell-hu,0.99.4.2,all
aspell-hy,0.10.0,all
aspell-id,1.2,all
aspell-is,0.51.1,all
aspell-it,2.4,all
aspell-kk,0.2,all
aspell-kn,0.01,all
aspell-ku,0.20,all
aspell-lt,1.3.2,all
aspell-lv,0.9.6,all
aspell-ml,0.04,all
aspell-mr,0.10,all
aspell-nl,2.20.19,all
aspell-no,2.2,all
aspell-nr,20070206,all
aspell-ns,20070206,all
aspell-or,0.03,all
aspell-pa,0.01,all
aspell-pl,20150428,all
aspell-pt-br,20131030,all
aspell-pt-pt,20220219,all
aspell-pt,1.10,all
aspell-ro,3.3.9,all
aspell-ru,0.99g5,all
aspell-sk,2.04,all
aspell-sl,0.60,all
aspell-ss,20070206,all
aspell-st,20070206,all
aspell-sv,0.51,all
aspell-ta,20040424,all
aspell-te,0.01,all
aspell-tl,0.4,all
aspell-tn,20070206,all
aspell-ts,20070207,all
aspell-uk,1.8.0,all
aspell-uz,0.6.0,all
aspell-xh,20070206,all
aspell-zu,20070207,all
aspell,0.60.8,amd64
aspell,0.60.8,i386
aspic,1.05,amd64
aspnetcore-runtime-6.0,6.0.127,amd64
aspnetcore-runtime-7.0,7.0.116,amd64
aspnetcore-runtime-8.0,8.0.2,amd64
aspnetcore-targeting-pack-6.0,6.0.127,amd64
aspnetcore-targeting-pack-7.0,7.0.116,amd64
aspnetcore-targeting-pack-8.0,8.0.2,amd64
asql,1.6,all
assaultcube-data,1.2.0.2.1,all
assaultcube,1.2.0.2.1,amd64
assembly-stats,1.0.1,amd64
assemblytics,1.2.1,all
assimp-testmodels,5.2.2~ds0,all
assimp-utils,5.2.2~ds0,amd64
assistant-qt6,6.2.4,amd64
assword,0.12.2,all
astap-cli,2022.03.01,amd64
astap,2022.03.01,amd64
astcenc,3.3,amd64
asterisk-config,18.10.0,all
asterisk-core-sounds-en-g722,1.6.1,all
asterisk-core-sounds-en-gsm,1.6.1,all
asterisk-core-sounds-en-wav,1.6.1,all
asterisk-core-sounds-en,1.6.1,all
asterisk-core-sounds-es-g722,1.6.1,all
asterisk-core-sounds-es-gsm,1.6.1,all
asterisk-core-sounds-es-wav,1.6.1,all
asterisk-core-sounds-es,1.6.1,all
asterisk-core-sounds-fr-g722,1.6.1,all
asterisk-core-sounds-fr-gsm,1.6.1,all
asterisk-core-sounds-fr-wav,1.6.1,all
asterisk-core-sounds-fr,1.6.1,all
asterisk-core-sounds-it-g722,1.6.1,all
asterisk-core-sounds-it-gsm,1.6.1,all
asterisk-core-sounds-it-wav,1.6.1,all
asterisk-core-sounds-it,1.6.1,all
asterisk-core-sounds-ru-g722,1.6.1,all
asterisk-core-sounds-ru-gsm,1.6.1,all
asterisk-core-sounds-ru-wav,1.6.1,all
asterisk-core-sounds-ru,1.6.1,all
asterisk-dahdi,18.10.0,amd64
asterisk-dev,18.10.0,all
asterisk-doc,18.10.0,all
asterisk-flite,3.0,amd64
asterisk-mobile,18.10.0,amd64
asterisk-modules,18.10.0,amd64
asterisk-moh-opsound-g722,2.03,all
asterisk-moh-opsound-gsm,2.03,all
asterisk-moh-opsound-wav,2.03,all
asterisk-mp3,18.10.0,amd64
asterisk-mysql,18.10.0,amd64
asterisk-ooh323,18.10.0,amd64
asterisk-prompt-de,2.0,all
asterisk-prompt-es-co,0.20070403,all
asterisk-prompt-fr-armelle,20070613,all
asterisk-prompt-fr-proformatique,20070706,all
asterisk-prompt-it-menardi-alaw,1.4.22,all
asterisk-prompt-it-menardi-gsm,1.4.22,all
asterisk-prompt-it-menardi-wav,1.4.22,all
asterisk-prompt-it-menardi,1.4.22,all
asterisk-prompt-it,1.4.22,all
asterisk-tests,18.10.0,amd64
asterisk-vpb,18.10.0,amd64
asterisk,18.10.0,amd64
astro-all,3.0,all
astro-catalogs,3.0,all
astro-datareduction,3.0,all
astro-development,3.0,all
astro-education,3.0,all
astro-frameworks,3.0,all
astro-gdl,3.0,all
astro-iraf,3.0,all
astro-java,3.0,all
astro-publication,3.0,all
astro-python3,3.0,all
astro-radioastronomy,3.0,all
astro-simulation,3.0,all
astro-tasks,3.0,all
astro-tcltk,3.0,all
astro-telescopecontrol,3.0,all
astro-tools,3.0,all
astro-viewers,3.0,all
astro-virtual-observatory,3.0,all
astroid,0.16,amd64
astromatic,1.2,all
astromenace-data-src,1.3.2,all
astromenace,1.3.2,amd64
astrometry-data-2mass-00,1.1,all
astrometry-data-2mass-01,1.1,all
astrometry-data-2mass-02,1.1,all
astrometry-data-2mass-03,1.1,all
astrometry-data-2mass-04,1.1,all
astrometry-data-2mass-05,1.1,all
astrometry-data-2mass-06,1.1,all
astrometry-data-2mass-07,1.1,all
astrometry-data-2mass-08-19,1.1,all
astrometry-data-2mass,1.1,all
astrometry-data-tycho2-07-bigendian,2,all
astrometry-data-tycho2-07-littleendian,2,all
astrometry-data-tycho2-07,2,amd64
astrometry-data-tycho2-08-bigendian,2,all
astrometry-data-tycho2-08-littleendian,2,all
astrometry-data-tycho2-08,2,amd64
astrometry-data-tycho2-09-bigendian,2,all
astrometry-data-tycho2-09-littleendian,2,all
astrometry-data-tycho2-09,2,amd64
astrometry-data-tycho2-10-19-bigendian,2,all
astrometry-data-tycho2-10-19-littleendian,2,all
astrometry-data-tycho2-10-19,2,amd64
astrometry-data-tycho2,2,all
astrometry.net,0.89,amd64
astronomical-almanac,5.6,amd64
astropy-utils,5.0.2,all
astyle,3.1,amd64
asunder,2.9.7,amd64
asused,3.72,all
asylum-data,0.3.2,all
asylum,0.3.2,amd64
asymptote-doc,2.78,all
asymptote-x11,2.78,all
asymptote,2.78,amd64
at-spi2-core,2.44.0,amd64
at-spi2-core,2.44.0,i386
at-spi2-doc,2.44.0,all
at,3.2.5,amd64
atac,0,amd64
atanks-data,6.6~dfsg,all
atanks,6.6~dfsg,amd64
ataqv,1.3.0,amd64
atari800,4.2.0,amd64
atf-sh,0.21,amd64
atfs-dev,1.4pl6,amd64
atfs,1.4pl6,amd64
atftp,0.7.git20210915,amd64
atftpd,0.7.git20210915,amd64
atheme-services-contrib,7.2.12,amd64
atheme-services,7.2.12,amd64
athena-jot,9.0,amd64
atig,0.6.1,amd64
atlc-examples,4.6.1,all
atlc,4.6.1,amd64
atm-tools,2.5.1,amd64
atm-tools,2.5.1,i386
atmel-firmware,1.3,all
atom4,4.1,amd64
atomicparsley,20210715.151551.e7ad03a,amd64
atomix-data,3.34.0,all
atomix,3.34.0,amd64
atool,0.39.0,all
atop,2.7.1,amd64
atril-common,1.26.0,all
atril,1.26.0,amd64
atropos,1.1.29,amd64
ats2-lang,0.4.2,amd64
attr,2.5.1,amd64
attr,2.5.1,i386
aubio-tools,0.4.9,amd64
auctex,12.2,all
audacious-dev,4.1,amd64
audacious-plugins-data,4.1,all
audacious-plugins,4.1,amd64
audacious,4.1,amd64
audacity-data,2.4.2~dfsg0,all
audacity,2.4.2~dfsg0,amd64
audiofile-tools,0.3.6,amd64
audiolink,0.05,all
audiotools,3.1.1,amd64
audispd-plugins,3.0.7,amd64
audispd-plugins,3.0.7,i386
auditd,3.0.7,amd64
auditd,3.0.7,i386
audmes,2021.11.04,amd64
audtty,0.1.12,amd64
augeas-doc,1.13.0,all
augeas-lenses,1.13.0,all
augeas-tools,1.13.0,amd64
augeas-tools,1.13.0,i386
augur,14.0.0,all
augustus-data,3.4.0,all
augustus-doc,3.4.0,all
augustus,3.4.0,amd64
aumix-common,2.9.1,all
aumix-gtk,2.9.1,amd64
aumix,2.9.1,amd64
auralquiz,1.0.0,amd64
aurora,1.9.4,amd64
austin,1.0.1,amd64
ausweisapp2,1.22.4,amd64
authbind,2.1.3build1,amd64
authprogs,0.7.5,all
auto-07p,0.9.2,amd64
auto-apt-proxy,14,all
auto-complete-el,1.5.1,all
auto-editor,0,all
auto-install-el,1.58,all
auto-multiple-choice-common,1.5.2,all
auto-multiple-choice-doc-pdf,1.5.2,all
auto-multiple-choice-doc,1.5.2,all
auto-multiple-choice,1.5.2,amd64
autobahn-cpp-dev,17.5.1,all
autobahn-cpp-doc,17.5.1,all
autoclass,3.3.6.dfsg.1,amd64
autoconf-archive,20210219,all
autoconf-dickey,2.52,all
autoconf-doc,2.71,all
autoconf2.13,2.13,all
autoconf2.64,2.64,all
autoconf2.69,2.69,all
autoconf,2.71,all
autocutsel,0.10.1,amd64
autodep8,0.25,all
autodia,2.14,all
autodir,0.99.9,amd64
autodock-getdata,4.2.6,all
autodock-test,4.2.6,all
autodock-vina,1.2.3,amd64
autodock,4.2.6,amd64
autofdo,0.19,amd64
autofs-hesiod,5.1.8,amd64
autofs-ldap,5.1.8,amd64
autofs,5.1.8,amd64
autogen-doc,5.18.16,all
autogen,5.18.16,amd64
autogen,5.18.16,i386
autogrid-test,4.2.6,all
autogrid,4.2.6,amd64
autojump,22.5.1,all
autokey-common,0.95.10,all
autokey-gtk,0.95.10,all
autokey-qt,0.95.10,all
autolog,0.42,amd64
automake1.11,1.11.6,all
automake,1.16.5,all
automysqlbackup,2.6,all
autopilot-desktop,1.6.1,all
autopkgtest,5.28ubuntu0.22.04.0,all
autopoint,0.21,all
autopostgresqlbackup,1.1,all
autoproject,0.20,all
autopsy,2.24,all
autoradio,3.4,all
autorandr,1.11,all
autorenamer,0.6,all
autorevision,1.22,all
autossh,1.4g,amd64
autosuspend,4.0.1,all
autotalent,0.2,amd64
autotools-dev,20220109.1,all
avahi-autoipd,0.8,amd64
avahi-autoipd,0.8,i386
avahi-daemon,0.8,amd64
avahi-daemon,0.8,i386
avahi-discover,0.8,all
avahi-dnsconfd,0.8,amd64
avahi-dnsconfd,0.8,i386
avahi-ui-utils,0.8,amd64
avahi-ui-utils,0.8,i386
avahi-utils,0.8,amd64
avahi-utils,0.8,i386
avarice,2.14,amd64
avce00,2.0.0,amd64
averell,1.2.5,all
avfs,1.1.4,amd64
aview,1.3.0rc1,amd64
avldrums.lv2-soundfont,0.4.2~repack1,all
avldrums.lv2,0.4.2~repack1,amd64
avo,0.0~git20200523.4439b6b,amd64
avogadro-utils,1.95.1,amd64
avogadro,1.95.1,amd64
avr-evtd,1.7.7,amd64
avr-libc,2.0.0,all
avra,1.3.0,amd64
avrdude-doc,6.3,all
avrdude,6.3,amd64
avro-bin,1.9.0,amd64
avrp,1.0beta3,amd64
awardeco,0.2,amd64
away,0.9.5,amd64
awesfx,0.5.2,amd64
awesome-doc,4.3,all
awesome-extra,2020122801,all
awesome,4.3,amd64
awf-gtk3,2.5.0,amd64
awf-gtk4,2.5.0,amd64
awffull,3.10.2,amd64
awit-dbackup,0.0.22,all
awl-doc,0.62,all
aws-nuke,2.16.0,amd64
awscli,1.22.34,all
awstats,7.8,all
ax25-apps,0.0.8,amd64
ax25-tools,0.0.10,amd64
ax25-xtools,0.0.10,amd64
ax25mail-utils,0.14,amd64
axe-demultiplexer,0.3.3,amd64
axel,2.17.11,amd64
axfrdns,1.05,amd64
axhttpd,2.1.5,amd64
axiom-databases,20170501,all
axiom-doc,20170501,all
axiom-graphics-data,20170501,all
axiom-graphics,20170501,amd64
axiom-hypertex-data,20170501,all
axiom-hypertex,20170501,amd64
axiom-source,20170501,all
axiom-test,20170501,all
axiom-tex,20170501,all
axiom,20170501,amd64
axmail,2.12.2,amd64
ayatana-indicator-application,22.2.0,amd64
ayatana-indicator-bluetooth,22.2.0,amd64
ayatana-indicator-common,0.9.7,all
ayatana-indicator-datetime,22.2.0,amd64
ayatana-indicator-display,22.2.0,amd64
ayatana-indicator-keyboard,22.2.0,amd64
ayatana-indicator-messages,22.2.0,amd64
ayatana-indicator-notifications,22.2.0,amd64
ayatana-indicator-power,22.2.0,amd64
ayatana-indicator-printers,22.2.0,amd64
ayatana-indicator-session,22.2.0,amd64
ayatana-indicator-sound,22.2.0,amd64
ayatana-settings,21.1.28,all
ayatana-webmail,22.2.26,all
aylet-gtk,0.5,amd64
aylet,0.5,amd64
b3270,4.1ga10,amd64
b3sum,1.2.0,amd64
b43-fwcutter,019,amd64
b4,0.8.0,all
b5i2iso,0.2,amd64
babel-minify,0.5.1,all
babeld,1.9.1,amd64
babeltrace2,2.0.4,amd64
babeltrace,1.5.8,amd64
babeltrace,1.5.8,i386
backblaze-b2,1.3.8,all
backdoor-factory,3.4.2,all
backintime-common,1.2.1,all
backintime-qt4,1.2.1,all
backintime-qt,1.2.1,all
backport-iwlwifi-dkms,9858,all
backstep,0.3,amd64
backup-manager-doc,0.7.14,all
backup-manager,0.7.14,all
backup2l,1.6,all
backupninja,1.2.1,all
backuppc-rsync,3.1.3.0,amd64
backuppc,4.4.0,amd64
bacula-doc,9.6.7,all
badger,2.2007.2,amd64
bagel,1.2.2,amd64
baitfisher,1.2.7,amd64
balboa-backend-common,2.0.0,amd64
balboa-backend-rocksdb,2.0.0,amd64
balboa,2.0.0,amd64
bali-phy,3.6.1,amd64
ballerburg,1.2.0,amd64
balloon,1.1.1,amd64
ballview,1.5.0,amd64
ballz-data,1.0.4,all
ballz,1.0.4,amd64
baloo-kf5-dev,5.92.0,amd64
baloo-kf5,5.92.0,amd64
balsa-data,2.6.3,all
balsa,2.6.3,amd64
bam,0.5.1,amd64
bambam,1.1.2,all
bambootracker,0.4.6,amd64
bamclipper,1.0.0,all
bamf-dbg,0.5.6,amd64
bamfdaemon,0.5.6,amd64
bamkit,0.0.1,all
bamtools,2.5.1,amd64
bandage-examples,0.9.0,all
bandage,0.9.0,amd64
bandit,1.6.2,all
bandwidthd-pgsql,2.0.1,amd64
bandwidthd,2.0.1,amd64
baobab,41.0,amd64
bar,1.11.1,amd64
barbican-api,14.0.2,all
barbican-common,14.0.2,all
barbican-doc,14.0.2,all
barbican-keystone-listener,14.0.2,all
barbican-tempest-plugin,1.5.0,all
barbican-worker,14.0.2,all
barcode,0.99,amd64
baresip-core,1.0.0,amd64
baresip-ffmpeg,1.0.0,amd64
baresip-gstreamer,1.0.0,amd64
baresip-gtk,1.0.0,amd64
baresip-x11,1.0.0,amd64
baresip,1.0.0,all
barman-cli-cloud,2.18,all
barman-cli,2.18,all
barman,2.18,all
barnowl,1.10,amd64
barrage,1.0.5,amd64
barrier,2.4.0,amd64
barrnap,0.9,all
bart-cuda,0.7.00,amd64
bart-view,0.1.00,amd64
bart,0.7.00,amd64
base-files,12ubuntu4.6,amd64
base-files,12ubuntu4.6,i386
base-passwd,3.5.52build1,amd64
base-passwd,3.5.52build1,i386
base58,1.0.3,all
basex,9.0.1,all
basez,1.6.2,amd64
bash-builtins,5.1,amd64
bash-builtins,5.1,i386
bash-completion,2.11,all
bash-doc,5.1,all
bash-static,5.1,amd64
bash-static,5.1,i386
bash,5.1,amd64
bash,5.1,i386
bashtop,0.9.25,all
basic256,2.0.0.11,amd64
basilisk2,0.9.20180101,amd64
basix-doc,0.3.0,all
basket-data,2.49,all
basket,2.49,amd64
bastet,0.43,amd64
bat,0.19.0,amd64
batalert,0.4.0,all
batctl,2022.0,amd64
batmand,0.3.2,amd64
batmon.app,0.9,amd64
bats,1.2.1,all
battery-stats,0.5.6,amd64
baycomepp,0.10,amd64
baycomusb,0.10,amd64
bazel-bootstrap-data,3.5.1,all
bazel-bootstrap,3.5.1,amd64
bazel-platforms,0.0.2,all
bazel-rules-java,0.1.1,all
bazel-skylib,1.0.3,all
bb,1.3rc1,amd64
bbdb3,3.2,all
bbdb,3.0.1,all
bbe,0.2.2,amd64
bbmail,0.9.3,amd64
bbmap-jni,38.95,amd64
bbmap,38.95,all
bbpager,0.4.7,amd64
bbrun,1.6,amd64
bbswitch-dkms,0.8,amd64
bbswitch-source,0.8,amd64
bbtime,0.1.5,amd64
bc,1.07.1,amd64
bc,1.07.1,i386
bcache-tools,1.0.8,amd64
bcache-tools,1.0.8,i386
bcachefs-tools,0.1,amd64
bcal,2.3,amd64
bcalm,2.2.3,amd64
bcc,0.16.17,amd64
bcftools,1.13,amd64
bchoppr,1.10.10,amd64
bchunk,1.2.2,amd64
bcmwl-kernel-source,6.30.223.271,amd64
bcnc,0.9.14.318,all
bcolz-doc,1.2.1,all
bcpp,0.0.20210108,amd64
bcrelay,1.4.0,amd64
bcron,0.11,amd64
bd,1.02,all
bdbvu,0.1,amd64
bdebstrap,0.4.0,all
bdf2psf,1.205ubuntu3,all
bdf2sfd,1.1.7,amd64
bdfproxy,0.3.9,all
bdfresize,1.5,amd64
bdii,5.2.26,all
beads,1.1.20,amd64
beagle-doc,220208,all
beagle,220208,all
beancount,2.3.3,all
beancounter,0.8.11,all
beanstalkd,1.12,amd64
bear-factory,0.6.0,amd64
bear,3.0.18,amd64
beast-mcmc-examples,1.10.4,all
beast-mcmc,1.10.4,all
beast2-mcmc-doc,2.6.6,all
beast2-mcmc-examples,2.6.6,all
beast2-mcmc,2.6.6,all
beav,1.40,amd64
bedops-doc,2.4.40,all
bedops,2.4.40,amd64
bedtools-test,2.30.0,all
bedtools,2.30.0,amd64
beef,1.2.0,amd64
beep,1.4.9,amd64
beets-doc,1.6.0,all
beets,1.6.0,all
belenios-tool,1.17,amd64
belvu,4.44.1,amd64
ben,0.9.2ubuntu5,amd64
beneath-a-steel-sky,0.0372,all
bepasty,1.0.0,all
berkeley-abc,1.01,amd64
berkeley-express-doc,1.5.3,all
berkeley-express,1.5.3,amd64
berrynet-dashboard,3.10.2,all
berrynet,3.10.2,all
berusky-data,1.7,all
berusky2-data,0.12,all
berusky2,0.12,amd64
berusky,1.7.2,amd64
betaradio,1.6,amd64
bettercap,2.32.0,amd64
between,6,amd64
bf-utf-source,0.08,all
bf,20041219ubuntu7,amd64
bfbtester,2.0.1,amd64
bfs,2.3.1,amd64
bgoffice-computer-terms,0.0.201010040104,all
bgoffice-dict-downloader,0.10,all
bgpdump,1.6.2,amd64
bgpq3,0.1.35,amd64
bgpq4,1.4,amd64
biabam,0.9.7,all
bibclean,2.11.4.1,amd64
bibcursed,2.0.0,amd64
biber,2.17,all
bible-kjv-text,4.37,all
bible-kjv,4.37,amd64
bibledit-cloud-data,5.0.978,all
bibledit-cloud,5.0.978,amd64
bibledit-data,5.0.978,all
bibledit,5.0.978,amd64
bibletime-data,3.0.2,all
bibletime,3.0.2,amd64
biboumi,9.0,amd64
bibshelf,1.6.0,amd64
bibtex2html,1.99,amd64
bibtexconv,1.3.2,amd64
bibtool,2.68,amd64
bibutils,7.2,amd64
bidentd,1.1.4,amd64
bidiv,1.5,amd64
bifcl,1.6.0,amd64
biff,0.17.pre20000412,amd64
big-cursor,3.15,all
biglybt,2.9.0.0,all
biglybtd,2.9.0.0,all
bijiben,40.1,amd64
bikeshed,1.78,all
bilibop-common,0.6.3,amd64
bilibop-lockfs,0.6.3,amd64
bilibop-rules,0.6.3,amd64
bilibop-udev,0.6.3,amd64
bilibop,0.6.3,amd64
billard-gl-data,1.75,all
billard-gl,1.75,amd64
biloba-data,0.9.3,all
biloba,0.9.3,amd64
bin86,0.16.17,amd64
binaryen,105,amd64
binclock,1.5,amd64
bind9-dev,9.18.18,amd64
bind9-dev,9.18.18,i386
bind9-dnsutils,9.18.18,amd64
bind9-dnsutils,9.18.18,i386
bind9-doc,9.18.18,all
bind9-dyndb-ldap,11.9,amd64
bind9-host,9.18.18,amd64
bind9-host,9.18.18,i386
bind9-libs,9.18.18,amd64
bind9-libs,9.18.18,i386
bind9-utils,9.18.18,amd64
bind9-utils,9.18.18,i386
bind9,9.18.18,amd64
bind9,9.18.18,i386
bind9utils,9.18.18,all
bindechexascii,0.0,amd64
bindfs,1.14.7,amd64
bindgen-0.56,0.56.0,amd64
bindgen,0.59.1,amd64
bindgraph,0.2a,all
binfmt-support,2.2.1,amd64
binfmtc,0.17,amd64
bing,1.3.5,amd64
biniax2-data,1.30,all
biniax2,1.30,amd64
binkd,1.1a,amd64
binoculars-doc,0.0.10,all
binoculars,0.0.10,all
binpac,0.58.0,amd64
binstats,1.08,all
binutils-aarch64-linux-gnu-dbg,2.38,amd64
binutils-aarch64-linux-gnu-dbg,2.38,i386
binutils-aarch64-linux-gnu,2.38,amd64
binutils-aarch64-linux-gnu,2.38,i386
binutils-alpha-linux-gnu-dbg,2.38,amd64
binutils-alpha-linux-gnu-dbg,2.38,i386
binutils-alpha-linux-gnu,2.38,amd64
binutils-alpha-linux-gnu,2.38,i386
binutils-arm-linux-gnueabi-dbg,2.38,amd64
binutils-arm-linux-gnueabi-dbg,2.38,i386
binutils-arm-linux-gnueabi,2.38,amd64
binutils-arm-linux-gnueabi,2.38,i386
binutils-arm-linux-gnueabihf-dbg,2.38,amd64
binutils-arm-linux-gnueabihf-dbg,2.38,i386
binutils-arm-linux-gnueabihf,2.38,amd64
binutils-arm-linux-gnueabihf,2.38,i386
binutils-arm-none-eabi,2.38,amd64
binutils-avr,2.26.20160125,amd64
binutils-bpf,2.38,amd64
binutils-common,2.38,amd64
binutils-common,2.38,i386
binutils-dev,2.38,amd64
binutils-dev,2.38,i386
binutils-djgpp,2.35.1,amd64
binutils-doc,2.38,all
binutils-for-build,2.38,all
binutils-for-host,2.38,amd64
binutils-for-host,2.38,i386
binutils-h8300-hms,2.16.1,amd64
binutils-hppa-linux-gnu-dbg,2.38,amd64
binutils-hppa-linux-gnu-dbg,2.38,i386
binutils-hppa-linux-gnu,2.38,amd64
binutils-hppa-linux-gnu,2.38,i386
binutils-hppa64-linux-gnu-dbg,2.38,amd64
binutils-hppa64-linux-gnu-dbg,2.38,i386
binutils-hppa64-linux-gnu,2.38,amd64
binutils-hppa64-linux-gnu,2.38,i386
binutils-i686-gnu-dbg,2.38,amd64
binutils-i686-gnu-dbg,2.38,i386
binutils-i686-gnu,2.38,amd64
binutils-i686-gnu,2.38,i386
binutils-i686-kfreebsd-gnu-dbg,2.38,amd64
binutils-i686-kfreebsd-gnu-dbg,2.38,i386
binutils-i686-kfreebsd-gnu,2.38,amd64
binutils-i686-kfreebsd-gnu,2.38,i386
binutils-i686-linux-gnu-dbg,2.38,amd64
binutils-i686-linux-gnu-dbg,2.38,i386
binutils-i686-linux-gnu,2.38,amd64
binutils-i686-linux-gnu,2.38,i386
binutils-ia64-linux-gnu-dbg,2.38,amd64
binutils-ia64-linux-gnu-dbg,2.38,i386
binutils-ia64-linux-gnu,2.38,amd64
binutils-ia64-linux-gnu,2.38,i386
binutils-m68hc1x,2.38,amd64
binutils-m68k-linux-gnu-dbg,2.38,amd64
binutils-m68k-linux-gnu-dbg,2.38,i386
binutils-m68k-linux-gnu,2.38,amd64
binutils-m68k-linux-gnu,2.38,i386
binutils-mingw-w64-i686,2.38,amd64
binutils-mingw-w64-i686,2.38,i386
binutils-mingw-w64-x86-64,2.38,amd64
binutils-mingw-w64-x86-64,2.38,i386
binutils-mingw-w64,2.38,all
binutils-mips-linux-gnu-dbg,2.38,amd64
binutils-mips-linux-gnu,2.38,amd64
binutils-mips64-linux-gnuabi64-dbg,2.38,amd64
binutils-mips64-linux-gnuabi64,2.38,amd64
binutils-mips64-linux-gnuabin32-dbg,2.38,amd64
binutils-mips64-linux-gnuabin32,2.38,amd64
binutils-mips64el-linux-gnuabi64-dbg,2.38,amd64
binutils-mips64el-linux-gnuabi64,2.38,amd64
binutils-mips64el-linux-gnuabin32-dbg,2.38,amd64
binutils-mips64el-linux-gnuabin32,2.38,amd64
binutils-mipsel-linux-gnu-dbg,2.38,amd64
binutils-mipsel-linux-gnu,2.38,amd64
binutils-mipsisa32r6-linux-gnu-dbg,2.38,amd64
binutils-mipsisa32r6-linux-gnu,2.38,amd64
binutils-mipsisa32r6el-linux-gnu-dbg,2.38,amd64
binutils-mipsisa32r6el-linux-gnu,2.38,amd64
binutils-mipsisa64r6-linux-gnuabi64-dbg,2.38,amd64
binutils-mipsisa64r6-linux-gnuabi64,2.38,amd64
binutils-mipsisa64r6-linux-gnuabin32-dbg,2.38,amd64
binutils-mipsisa64r6-linux-gnuabin32,2.38,amd64
binutils-mipsisa64r6el-linux-gnuabi64-dbg,2.38,amd64
binutils-mipsisa64r6el-linux-gnuabi64,2.38,amd64
binutils-mipsisa64r6el-linux-gnuabin32-dbg,2.38,amd64
binutils-mipsisa64r6el-linux-gnuabin32,2.38,amd64
binutils-msp430,2.22~msp20120406,amd64
binutils-multiarch-dbg,2.38,amd64
binutils-multiarch-dbg,2.38,i386
binutils-multiarch-dev,2.38,amd64
binutils-multiarch-dev,2.38,i386
binutils-multiarch,2.38,amd64
binutils-multiarch,2.38,i386
binutils-or1k-elf,2.38,amd64
binutils-powerpc-linux-gnu-dbg,2.38,amd64
binutils-powerpc-linux-gnu-dbg,2.38,i386
binutils-powerpc-linux-gnu,2.38,amd64
binutils-powerpc-linux-gnu,2.38,i386
binutils-powerpc64-linux-gnu-dbg,2.38,amd64
binutils-powerpc64-linux-gnu-dbg,2.38,i386
binutils-powerpc64-linux-gnu,2.38,amd64
binutils-powerpc64-linux-gnu,2.38,i386
binutils-powerpc64le-linux-gnu-dbg,2.38,amd64
binutils-powerpc64le-linux-gnu-dbg,2.38,i386
binutils-powerpc64le-linux-gnu,2.38,amd64
binutils-powerpc64le-linux-gnu,2.38,i386
binutils-riscv64-linux-gnu-dbg,2.38,amd64
binutils-riscv64-linux-gnu-dbg,2.38,i386
binutils-riscv64-linux-gnu,2.38,amd64
binutils-riscv64-linux-gnu,2.38,i386
binutils-riscv64-unknown-elf,2.35.1,amd64
binutils-s390x-linux-gnu-dbg,2.38,amd64
binutils-s390x-linux-gnu-dbg,2.38,i386
binutils-s390x-linux-gnu,2.38,amd64
binutils-s390x-linux-gnu,2.38,i386
binutils-sh-elf,2.38,amd64
binutils-sh4-linux-gnu-dbg,2.38,amd64
binutils-sh4-linux-gnu-dbg,2.38,i386
binutils-sh4-linux-gnu,2.38,amd64
binutils-sh4-linux-gnu,2.38,i386
binutils-source,2.38,all
binutils-sparc64-linux-gnu-dbg,2.38,amd64
binutils-sparc64-linux-gnu-dbg,2.38,i386
binutils-sparc64-linux-gnu,2.38,amd64
binutils-sparc64-linux-gnu,2.38,i386
binutils-x86-64-kfreebsd-gnu-dbg,2.38,amd64
binutils-x86-64-kfreebsd-gnu-dbg,2.38,i386
binutils-x86-64-kfreebsd-gnu,2.38,amd64
binutils-x86-64-kfreebsd-gnu,2.38,i386
binutils-x86-64-linux-gnu-dbg,2.38,amd64
binutils-x86-64-linux-gnu-dbg,2.38,i386
binutils-x86-64-linux-gnu,2.38,amd64
binutils-x86-64-linux-gnu,2.38,i386
